kind,kernel,method,trial,spurious_ref_count,spurious_residual_count,spectral_gap,rank
A=rot,rbf(gamma=0.23228884603115324),Reduced Rank,7,0,5,0.028632353307836977,5
A=rot,rbf(gamma=0.4645776920623065),Reduced Rank,7,0,5,0.032134269903131174,5
A=rot,rbf(gamma=0.929155384124613),Reduced Rank,7,0,5,0.037595419510910943,5
A=rot,rbf(gamma=0.05189909675010617),Reduced Rank,8,0,5,0.023576467231159026,5
A=rot,rbf(gamma=0.10379819350021234),Reduced Rank,8,0,5,0.023787542958163765,5
A=rot,rbf(gamma=0.20759638700042468),Reduced Rank,8,0,5,0.025396579693933385,5
A=rot,rbf(gamma=0.41519277400084936),Reduced Rank,8,0,5,0.03091588443091997,5
A=rot,rbf(gamma=0.8303855480016987),Reduced Rank,8,0,5,0.036710689297284715,5
A=rot,rbf(gamma=0.06111381981702322),Reduced Rank,9,0,5,0.02699414985273174,5
A=rot,rbf(gamma=0.12222763963404644),Reduced Rank,9,0,5,0.026782245921392778,5
A=rot,rbf(gamma=0.24445527926809288),Reduced Rank,9,0,5,0.02714697333002125,5
A=rot,rbf(gamma=0.48891055853618576),Reduced Rank,9,0,5,0.02913796627135068,5
A=rot,rbf(gamma=0.9778211170723715),Reduced Rank,9,0,5,0.03264506760451158,5
