kernel,kind,method,n_modes_used,weight_sum,agg_bias_mean,agg_bias_std,agg_dist_mean,agg_trunc_mean,agg_spurious_mean,agg_spurious_std,mean_spurious_ref_count,mean_spurious_residual_count,mean_spectral_gap,std_spectral_gap,mean_rank,agg_bias_mean_norm,agg_dist_mean_norm,agg_spurious_mean_norm,agg_trunc_mean_norm,agg_bias_std_norm,agg_spurious_std_norm,mean_spurious_ref_count_norm,mean_spurious_residual_count_norm,mean_spectral_gap_norm,std_spectral_gap_norm,composite_score,used_metrics,admissible,constraint_violations,rank
rbf(gamma=0.09990855582777332),A=rot,Principal Components (kDMD) ,3.0,1.0,158.4707353422549,,9.957354216844433,15.914944059555163,0.33431088032278267,,0.0,5.0,0.022255242331211456,,5.0,-0.5287436590487904,-0.9420227607928041,-0.6501852683180679,-0.8389420143943275,0.0,0.0,0.0,0.0,0.8148566749677355,0.0,-2.1329943578729584,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap, std_spectral_gap",True,,31
rbf(gamma=0.26034712293045087),A=rot,Principal Components (kDMD) ,3.0,1.0,612.0229328116679,,9.470800649674779,64.62209009041747,0.3876456352019877,,0.0,5.0,0.02979399419766493,,5.0,-0.5158008165508965,-0.9478144255428873,-0.21434884999557227,-0.5734461292529087,0.0,0.0,0.0,0.0,-0.31049162626788973,0.0,-2.1199329698497555,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap, std_spectral_gap",True,,32
rbf(gamma=0.22868227945895206),A=rot,Principal Components (kDMD) ,3.0,1.0,1067.0803912243418,,9.81816033908473,108.68435168821222,0.3670643716070585,,0.0,5.0,0.029356035509144007,,5.0,-0.5028150190074411,-0.9436796477825303,-0.38253307114894425,-0.33326886374803133,0.0,0.0,0.0,0.0,-0.24511527818412374,0.0,-2.118219808904993,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap, std_spectral_gap",True,,33
rbf(gamma=0.20804398324847226),A=rot,Principal Components (kDMD) ,3.0,1.0,684.4785828968835,,9.78770981565419,69.93245568050531,0.36594518369237977,,0.0,5.0,0.02734572905856203,,5.0,-0.5137331778703481,-0.9440421139837343,-0.39167875585806416,-0.54450006429826,0.0,0.0,0.0,0.0,0.0549735149213218,0.0,-2.0942173224006155,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap, std_spectral_gap",True,,34
rbf(gamma=0.1226119086818656),A=rev,Principal Components (kDMD) ,3.0,1.0,263.7674410009516,,10.373059617550856,25.42812349739765,0.3322136347420257,,0.0,5.0,0.0219108136864421,,5.0,-0.5257388479498881,-0.937074433459195,-0.6673233615619572,-0.7870869951378353,0.0,0.0,0.0,0.0,0.8662713119201555,0.0,-2.09054448457988,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap, std_spectral_gap",True,,35
rbf(gamma=0.08086751581281795),A=rev,Principal Components (kDMD) ,3.0,1.0,82.98060362551067,,12.036495731340251,6.894083251277891,0.36693219928347454,,0.0,5.0,0.024867746407699842,,5.0,-0.530897891550378,-0.9172738093258808,-0.38361314571275673,-0.8881134732088833,0.0,0.0,0.0,0.0,0.4248747420790977,0.0,-2.063404212153908,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap, std_spectral_gap",True,,36
rbf(gamma=0.20759638700042468),A=rot,Principal Components (kDMD) ,3.0,1.0,718.1892858150636,,9.700540250997472,74.03600905023973,0.36049634611494147,,0.0,5.0,0.026162953094533203,,5.0,-0.5127711886642597,-0.945079732303623,-0.43620510381166955,-0.5221321650698313,0.0,0.0,0.0,0.0,0.23153257210227388,0.0,-2.039355821263331,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap, std_spectral_gap",True,,37
rbf(gamma=0.4831275329382084),A=rot,Principal Components (kDMD) ,3.0,1.0,2376.427902808387,,9.809741787390655,242.25183030434337,0.3871853493633198,,0.0,5.0,0.03511409200195903,,5.0,-0.46545067877935875,-0.9437798575690437,-0.21811017470370941,0.39478890294656627,0.0,0.0,0.0,0.0,-1.1046500138268436,0.0,-1.9822712664922508,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap, std_spectral_gap",True,,38
rbf(gamma=0.25962048008092325),A=rev,Principal Components (kDMD) ,3.0,1.0,1169.8273389201177,,9.964367400201763,117.40106440639983,0.36127866247872764,,0.0,5.0,0.027061263379487888,,5.0,-0.49988296935894294,-0.9419392797342379,-0.4298122374197667,-0.28575527391108413,0.0,0.0,0.0,0.0,0.09743717129001489,0.0,-1.965793537823482,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap, std_spectral_gap",True,,39
rbf(gamma=0.32155779818915764),A=rev,Principal Components (kDMD) ,3.0,1.0,866.4553400094521,,9.62710264648707,90.00167255156688,0.3889286619595476,,0.0,5.0,0.02874798823248581,,5.0,-0.5085401779935385,-0.945953892959453,-0.20386432095079987,-0.43510555175791493,0.0,0.0,0.0,0.0,-0.1543489309187169,0.0,-1.9530856332421074,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap, std_spectral_gap",True,,40
